latitude,longitude,county,municipality,date
24.47,120.75,苗栗縣,通霄鎮,2023/12/25
24.38,120.77,苗栗縣,三義鄉,2023/12/24
24.51,120.73,苗栗縣,通霄鎮,2023/12/24
24.54,120.73,苗栗縣,西湖鄉,2023/12/24
24.51,120.72,苗栗縣,通霄鎮,2023/12/23
24.55,120.81,苗栗縣,苗栗市,2023/12/23
24.55,120.83,苗栗縣,苗栗市,2023/12/23
24.37,120.71,苗栗縣,苑裡鎮,2023/12/23
24.56,120.76,苗栗縣,西湖鄉,2023/12/23
24.4,120.75,苗栗縣,三義鄉,2023/12/22
24.55,120.83,苗栗縣,苗栗市,2023/12/22
24.55,120.74,苗栗縣,西湖鄉,2023/12/22
24.48,120.75,苗栗縣,通霄鎮,2023/12/22
24.38,120.8,苗栗縣,三義鄉,2023/12/21
24.54,120.73,苗栗縣,西湖鄉,2023/12/21
24.56,120.77,苗栗縣,苗栗市,2023/12/20
24.55,120.83,苗栗縣,苗栗市,2023/12/19
24.59,120.71,苗栗縣,後龍鎮,2023/12/19
24.55,120.83,苗栗縣,苗栗市,2023/12/19
24.55,120.83,苗栗縣,苗栗市,2023/12/18
24.51,120.73,苗栗縣,通霄鎮,2023/12/18
24.55,120.83,苗栗縣,苗栗市,2023/12/18
24.56,120.76,苗栗縣,西湖鄉,2023/12/18
24.55,120.83,苗栗縣,苗栗市,2023/12/17
24.51,120.71,苗栗縣,通霄鎮,2023/12/17
24.55,120.74,苗栗縣,西湖鄉,2023/12/17
24.55,120.83,苗栗縣,苗栗市,2023/12/17
24.59,120.71,苗栗縣,後龍鎮,2023/12/17
24.55,120.83,苗栗縣,苗栗市,2023/12/17
24.58,120.73,苗栗縣,後龍鎮,2023/12/17
24.55,120.81,苗栗縣,苗栗市,2023/12/16
24.55,120.83,苗栗縣,苗栗市,2023/12/16
24.51,120.73,苗栗縣,通霄鎮,2023/12/16
24.4,120.75,苗栗縣,三義鄉,2023/12/16
24.59,120.71,苗栗縣,後龍鎮,2023/12/15
24.4,120.75,苗栗縣,三義鄉,2023/12/15
24.46,120.8,苗栗縣,銅鑼鄉,2023/12/15
24.47,120.75,苗栗縣,通霄鎮,2023/12/15
24.45,120.64,苗栗縣,苑裡鎮,2023/12/14
24.51,120.72,苗栗縣,通霄鎮,2023/12/14
24.56,120.76,苗栗縣,西湖鄉,2023/12/13
24.55,120.83,苗栗縣,苗栗市,2023/12/13
24.59,120.73,苗栗縣,後龍鎮,2023/12/13
24.59,120.74,苗栗縣,後龍鎮,2023/12/13
24.56,120.76,苗栗縣,西湖鄉,2023/12/13
24.51,120.72,苗栗縣,通霄鎮,2023/12/13
24.47,120.75,苗栗縣,通霄鎮,2023/12/13
24.51,120.72,苗栗縣,通霄鎮,2023/12/12
24.59,120.71,苗栗縣,後龍鎮,2023/12/12
24.43,120.81,苗栗縣,銅鑼鄉,2023/12/11
24.56,120.76,苗栗縣,西湖鄉,2023/12/11
24.52,120.7,苗栗縣,通霄鎮,2023/12/11
24.4,120.75,苗栗縣,三義鄉,2023/12/11
24.59,120.74,苗栗縣,後龍鎮,2023/12/11
24.56,120.76,苗栗縣,西湖鄉,2023/12/10
24.59,120.71,苗栗縣,後龍鎮,2023/12/10
24.48,120.71,苗栗縣,通霄鎮,2023/12/10
24.48,120.75,苗栗縣,通霄鎮,2023/12/9
24.55,120.8,苗栗縣,苗栗市,2023/12/9
24.55,120.81,苗栗縣,苗栗市,2023/12/9
24.38,120.8,苗栗縣,三義鄉,2023/12/9
24.55,120.83,苗栗縣,苗栗市,2023/12/9
24.54,120.71,苗栗縣,通霄鎮,2023/12/8
24.55,120.83,苗栗縣,苗栗市,2023/12/7
24.51,120.72,苗栗縣,通霄鎮,2023/12/7
24.59,120.71,苗栗縣,後龍鎮,2023/12/7
24.55,120.83,苗栗縣,苗栗市,2023/12/7
24.55,120.81,苗栗縣,苗栗市,2023/12/7
24.47,120.74,苗栗縣,通霄鎮,2023/12/7
24.56,120.76,苗栗縣,西湖鄉,2023/12/6
24.55,120.81,苗栗縣,苗栗市,2023/12/6
24.38,120.77,苗栗縣,三義鄉,2023/12/6
24.4,120.75,苗栗縣,三義鄉,2023/12/6
24.58,120.73,苗栗縣,後龍鎮,2023/12/6
24.38,120.77,苗栗縣,三義鄉,2023/12/5
24.59,120.74,苗栗縣,後龍鎮,2023/12/5
24.55,120.74,苗栗縣,西湖鄉,2023/12/5
24.58,120.73,苗栗縣,後龍鎮,2023/12/5
24.58,120.73,苗栗縣,後龍鎮,2023/12/4
24.62,120.86,苗栗縣,造橋鄉,2023/12/4
24.5,120.8,苗栗縣,銅鑼鄉,2023/12/3
24.5,120.8,苗栗縣,銅鑼鄉,2023/12/2
24.59,120.74,苗栗縣,後龍鎮,2023/12/2
24.51,120.72,苗栗縣,通霄鎮,2023/12/2
24.58,120.73,苗栗縣,後龍鎮,2023/12/1
24.5,120.76,苗栗縣,西湖鄉,2023/12/1
24.51,120.72,苗栗縣,通霄鎮,2023/12/1
24.48,120.75,苗栗縣,通霄鎮,2023/11/30
24.4,120.75,苗栗縣,三義鄉,2023/11/29
24.55,120.83,苗栗縣,苗栗市,2023/11/28
24.59,120.74,苗栗縣,後龍鎮,2023/11/28
24.56,120.76,苗栗縣,西湖鄉,2023/11/28
24.55,120.83,苗栗縣,苗栗市,2023/11/28
24.48,120.75,苗栗縣,通霄鎮,2023/11/28
24.38,120.8,苗栗縣,三義鄉,2023/11/28
24.5,120.76,苗栗縣,西湖鄉,2023/11/28
24.56,120.76,苗栗縣,西湖鄉,2023/11/26
24.59,120.71,苗栗縣,後龍鎮,2023/11/26
24.55,120.83,苗栗縣,苗栗市,2023/11/26
24.48,120.75,苗栗縣,通霄鎮,2023/11/26
24.59,120.71,苗栗縣,後龍鎮,2023/11/25
24.45,120.82,苗栗縣,銅鑼鄉,2023/11/25
24.59,120.74,苗栗縣,後龍鎮,2023/11/25
24.59,120.71,苗栗縣,後龍鎮,2023/11/24
24.56,120.76,苗栗縣,西湖鄉,2023/11/24
24.33,120.83,苗栗縣,卓蘭鎮,2023/11/24
24.55,120.83,苗栗縣,苗栗市,2023/11/24
24.41,120.83,苗栗縣,銅鑼鄉,2023/11/23
24.38,120.71,苗栗縣,苑裡鎮,2023/11/23
24.37,120.74,苗栗縣,三義鄉,2023/11/23
24.51,120.72,苗栗縣,通霄鎮,2023/11/22
24.59,120.74,苗栗縣,後龍鎮,2023/11/22
24.56,120.76,苗栗縣,西湖鄉,2023/11/22
24.55,120.74,苗栗縣,西湖鄉,2023/11/22
24.59,120.71,苗栗縣,後龍鎮,2023/11/22
24.38,120.77,苗栗縣,三義鄉,2023/11/21
24.48,120.71,苗栗縣,通霄鎮,2023/11/21
24.65,120.84,苗栗縣,造橋鄉,2023/11/21
24.58,120.73,苗栗縣,後龍鎮,2023/11/20
24.54,120.73,苗栗縣,西湖鄉,2023/11/19
24.47,120.75,苗栗縣,通霄鎮,2023/11/19
24.55,120.83,苗栗縣,苗栗市,2023/11/19
24.54,120.73,苗栗縣,西湖鄉,2023/11/18
24.59,120.74,苗栗縣,後龍鎮,2023/11/18
24.55,120.83,苗栗縣,苗栗市,2023/11/18
24.62,120.84,苗栗縣,造橋鄉,2023/11/17
24.43,120.81,苗栗縣,銅鑼鄉,2023/11/17
24.54,120.73,苗栗縣,西湖鄉,2023/11/17
24.56,120.77,苗栗縣,苗栗市,2023/11/17
24.38,120.77,苗栗縣,三義鄉,2023/11/17
24.4,120.72,苗栗縣,苑裡鎮,2023/11/16
24.56,120.76,苗栗縣,西湖鄉,2023/11/16
24.58,120.73,苗栗縣,後龍鎮,2023/11/16
24.38,120.77,苗栗縣,三義鄉,2023/11/15
24.38,120.77,苗栗縣,三義鄉,2023/11/15
24.51,120.72,苗栗縣,通霄鎮,2023/11/15
24.59,120.71,苗栗縣,後龍鎮,2023/11/15
24.51,120.72,苗栗縣,通霄鎮,2023/11/14
24.52,120.7,苗栗縣,通霄鎮,2023/11/14
24.38,120.73,苗栗縣,三義鄉,2023/11/14
24.49,120.75,苗栗縣,通霄鎮,2023/11/14
24.59,120.71,苗栗縣,後龍鎮,2023/11/14
24.38,120.8,苗栗縣,三義鄉,2023/11/13
24.56,120.76,苗栗縣,西湖鄉,2023/11/13
24.59,120.74,苗栗縣,後龍鎮,2023/11/12
24.54,120.73,苗栗縣,西湖鄉,2023/11/12
24.59,120.71,苗栗縣,後龍鎮,2023/11/12
24.56,120.76,苗栗縣,西湖鄉,2023/11/11
24.38,120.77,苗栗縣,三義鄉,2023/11/10
24.55,120.83,苗栗縣,苗栗市,2023/11/10
24.51,120.72,苗栗縣,通霄鎮,2023/11/9
24.56,120.76,苗栗縣,西湖鄉,2023/11/8
24.55,120.83,苗栗縣,苗栗市,2023/11/8
24.45,120.82,苗栗縣,銅鑼鄉,2023/11/8
24.39,120.76,苗栗縣,三義鄉,2023/11/8
24.4,120.75,苗栗縣,三義鄉,2023/11/8
24.56,120.76,苗栗縣,西湖鄉,2023/11/8
24.55,120.83,苗栗縣,苗栗市,2023/11/7
24.37,120.73,苗栗縣,三義鄉,2023/11/6
24.55,120.72,苗栗縣,通霄鎮,2023/11/6
24.38,120.77,苗栗縣,三義鄉,2023/11/5
24.4,120.72,苗栗縣,苑裡鎮,2023/11/5
24.65,120.84,苗栗縣,造橋鄉,2023/11/5
24.5,120.75,苗栗縣,通霄鎮,2023/11/5
24.59,120.74,苗栗縣,後龍鎮,2023/11/4
24.47,120.76,苗栗縣,銅鑼鄉,2023/11/4
24.59,120.71,苗栗縣,後龍鎮,2023/11/4
24.47,120.75,苗栗縣,通霄鎮,2023/11/4
24.59,120.71,苗栗縣,後龍鎮,2023/11/3
24.43,120.77,苗栗縣,三義鄉,2023/11/3
24.41,120.83,苗栗縣,銅鑼鄉,2023/11/3
24.37,120.74,苗栗縣,三義鄉,2023/11/2
24.4,120.75,苗栗縣,三義鄉,2023/11/2
24.55,120.83,苗栗縣,苗栗市,2023/11/1
24.4,120.72,苗栗縣,苑裡鎮,2023/11/1
24.38,120.73,苗栗縣,三義鄉,2023/11/1
24.51,120.72,苗栗縣,通霄鎮,2023/11/1
24.43,120.77,苗栗縣,三義鄉,2023/10/31
24.41,120.83,苗栗縣,銅鑼鄉,2023/10/31
24.55,120.83,苗栗縣,苗栗市,2023/10/30
24.51,120.7,苗栗縣,通霄鎮,2023/10/30
24.55,120.83,苗栗縣,苗栗市,2023/10/29
24.5,120.7,苗栗縣,通霄鎮,2023/10/29
24.62,120.84,苗栗縣,造橋鄉,2023/10/28
24.45,120.82,苗栗縣,銅鑼鄉,2023/10/28
24.47,120.75,苗栗縣,通霄鎮,2023/10/26
24.59,120.71,苗栗縣,後龍鎮,2023/10/25
24.53,120.79,苗栗縣,苗栗市,2023/10/25
24.38,120.8,苗栗縣,三義鄉,2023/10/25
24.42,120.7,苗栗縣,苑裡鎮,2023/10/23
24.56,120.76,苗栗縣,西湖鄉,2023/10/23
24.55,120.81,苗栗縣,苗栗市,2023/10/23
24.58,120.73,苗栗縣,後龍鎮,2023/10/21
24.65,120.84,苗栗縣,造橋鄉,2023/10/19
24.65,120.84,苗栗縣,造橋鄉,2023/10/18
24.42,120.7,苗栗縣,苑裡鎮,2023/10/18
24.45,120.68,苗栗縣,通霄鎮,2023/10/18
24.65,120.84,苗栗縣,造橋鄉,2023/10/14
24.48,120.75,苗栗縣,通霄鎮,2023/10/11
24.46,120.68,苗栗縣,通霄鎮,2023/10/10
24.57,120.76,苗栗縣,西湖鄉,2023/10/9
24.42,120.7,苗栗縣,苑裡鎮,2023/10/9
24.38,120.8,苗栗縣,三義鄉,2023/10/8
24.47,120.75,苗栗縣,通霄鎮,2023/10/8
24.48,120.75,苗栗縣,通霄鎮,2023/10/8
24.45,120.68,苗栗縣,通霄鎮,2023/10/8
24.65,120.84,苗栗縣,造橋鄉,2023/10/7
24.33,120.86,苗栗縣,卓蘭鎮,2023/10/4
24.5,120.7,苗栗縣,通霄鎮,2023/10/3
24.38,120.8,苗栗縣,三義鄉,2023/10/2
24.42,120.7,苗栗縣,苑裡鎮,2023/9/30
24.45,120.68,苗栗縣,通霄鎮,2023/9/29
24.58,120.85,苗栗縣,頭屋鄉,2023/9/29
24.43,120.7,苗栗縣,苑裡鎮,2023/9/29
24.4,120.7,苗栗縣,苑裡鎮,2023/9/28
24.65,120.84,苗栗縣,造橋鄉,2023/9/27
24.45,120.68,苗栗縣,通霄鎮,2023/9/27
24.46,120.68,苗栗縣,通霄鎮,2023/9/25
24.43,120.71,苗栗縣,通霄鎮,2023/9/24
24.4,120.7,苗栗縣,苑裡鎮,2023/9/24
24.55,120.76,苗栗縣,西湖鄉,2023/9/24
24.56,120.76,苗栗縣,西湖鄉,2023/9/24
24.4,120.7,苗栗縣,苑裡鎮,2023/9/22
24.4,120.73,苗栗縣,苑裡鎮,2023/9/21
24.49,120.75,苗栗縣,通霄鎮,2023/9/20
24.46,120.68,苗栗縣,通霄鎮,2023/9/19
24.43,120.73,苗栗縣,通霄鎮,2023/9/16
24.4,120.7,苗栗縣,苑裡鎮,2023/9/14
24.56,120.76,苗栗縣,西湖鄉,2023/9/14
24.56,120.76,苗栗縣,西湖鄉,2023/9/13
24.53,120.78,苗栗縣,西湖鄉,2023/9/13
24.43,120.73,苗栗縣,通霄鎮,2023/9/12
24.4,120.7,苗栗縣,苑裡鎮,2023/9/11
24.4,120.73,苗栗縣,苑裡鎮,2023/9/9
24.43,120.73,苗栗縣,通霄鎮,2023/9/5
24.56,120.76,苗栗縣,西湖鄉,2023/9/5
24.58,120.85,苗栗縣,頭屋鄉,2023/9/4
24.5,120.75,苗栗縣,通霄鎮,2023/9/4
24.45,120.68,苗栗縣,通霄鎮,2023/9/3
24.45,120.68,苗栗縣,通霄鎮,2023/9/3
24.4,120.72,苗栗縣,苑裡鎮,2023/9/3
24.4,120.7,苗栗縣,苑裡鎮,2023/9/2
24.45,120.68,苗栗縣,通霄鎮,2023/9/2
24.5,120.74,苗栗縣,通霄鎮,2023/8/27
24.48,120.74,苗栗縣,通霄鎮,2023/8/26
24.42,120.8,苗栗縣,銅鑼鄉,2023/8/26
24.53,120.78,苗栗縣,西湖鄉,2023/8/25
24.4,120.71,苗栗縣,苑裡鎮,2023/8/25
24.5,120.7,苗栗縣,通霄鎮,2023/8/23
24.43,120.8,苗栗縣,銅鑼鄉,2023/8/22
24.53,120.77,苗栗縣,西湖鄉,2023/8/21
24.57,120.76,苗栗縣,西湖鄉,2023/8/19
24.46,120.68,苗栗縣,通霄鎮,2023/8/15
24.43,120.73,苗栗縣,通霄鎮,2023/8/15
24.46,120.68,苗栗縣,通霄鎮,2023/8/15
24.43,120.73,苗栗縣,通霄鎮,2023/8/14
24.48,120.74,苗栗縣,通霄鎮,2023/8/13
24.43,120.73,苗栗縣,通霄鎮,2023/8/13
24.58,120.78,苗栗縣,苗栗市,2023/8/13
24.58,120.76,苗栗縣,西湖鄉,2023/8/13
24.48,120.74,苗栗縣,通霄鎮,2023/8/11
24.4,120.72,苗栗縣,苑裡鎮,2023/8/7
24.5,120.74,苗栗縣,通霄鎮,2023/8/7
24.58,120.76,苗栗縣,西湖鄉,2023/8/6
24.5,120.7,苗栗縣,通霄鎮,2023/8/6
24.46,120.68,苗栗縣,通霄鎮,2023/8/5
24.53,120.77,苗栗縣,西湖鄉,2023/8/4
24.5,120.68,苗栗縣,通霄鎮,2023/8/3
24.53,120.77,苗栗縣,西湖鄉,2023/8/2
24.5,120.74,苗栗縣,通霄鎮,2023/7/31
24.48,120.74,苗栗縣,通霄鎮,2023/7/23
24.48,120.74,苗栗縣,通霄鎮,2023/7/22
24.4,120.71,苗栗縣,苑裡鎮,2023/7/21
24.48,120.74,苗栗縣,通霄鎮,2023/7/20
24.36,120.82,苗栗縣,大湖鄉,2023/7/17
24.53,120.77,苗栗縣,西湖鄉,2023/7/17
24.55,120.78,苗栗縣,西湖鄉,2023/7/16
24.46,120.68,苗栗縣,通霄鎮,2023/7/15
24.46,120.68,苗栗縣,通霄鎮,2023/7/14
24.52,120.73,苗栗縣,通霄鎮,2023/7/14
24.55,120.78,苗栗縣,西湖鄉,2023/7/14
24.52,120.73,苗栗縣,通霄鎮,2023/7/12
24.53,120.77,苗栗縣,西湖鄉,2023/7/5
24.55,120.78,苗栗縣,西湖鄉,2023/7/4
24.53,120.77,苗栗縣,西湖鄉,2023/7/2
24.46,120.68,苗栗縣,通霄鎮,2023/6/26
24.53,120.77,苗栗縣,西湖鄉,2023/6/19
24.45,120.68,苗栗縣,通霄鎮,2023/6/16
24.46,120.68,苗栗縣,通霄鎮,2023/6/10
24.55,120.79,苗栗縣,苗栗市,2023/5/24
24.46,120.68,苗栗縣,通霄鎮,2023/5/11
24.46,120.7,苗栗縣,通霄鎮,2023/4/30
24.46,120.7,苗栗縣,通霄鎮,2023/4/29
24.46,120.7,苗栗縣,通霄鎮,2023/4/24
24.59,120.8,苗栗縣,苗栗市,2023/4/17
24.55,120.8,苗栗縣,苗栗市,2023/4/13
24.4,120.72,苗栗縣,苑裡鎮,2023/4/8
24.46,120.7,苗栗縣,通霄鎮,2023/4/7
24.46,120.7,苗栗縣,通霄鎮,2023/3/26
24.46,120.7,苗栗縣,通霄鎮,2023/3/22
24.46,120.7,苗栗縣,通霄鎮,2023/3/21
24.46,120.7,苗栗縣,通霄鎮,2023/3/19
24.46,120.7,苗栗縣,通霄鎮,2023/3/12
24.46,120.7,苗栗縣,通霄鎮,2023/3/5
24.4,120.72,苗栗縣,苑裡鎮,2023/3/1
24.46,120.7,苗栗縣,通霄鎮,2023/2/26
24.38,120.71,苗栗縣,苑裡鎮,2023/2/24
24.55,120.8,苗栗縣,苗栗市,2023/2/23
24.46,120.7,苗栗縣,通霄鎮,2023/2/17
24.46,120.7,苗栗縣,通霄鎮,2023/2/6
24.4,120.72,苗栗縣,苑裡鎮,2023/2/4
24.4,120.72,苗栗縣,苑裡鎮,2023/2/3
24.46,120.7,苗栗縣,通霄鎮,2023/1/31
24.46,120.7,苗栗縣,通霄鎮,2023/1/29
24.46,120.7,苗栗縣,通霄鎮,2023/1/28
24.46,120.7,苗栗縣,通霄鎮,2023/1/26
24.46,120.7,苗栗縣,通霄鎮,2023/1/16
24.46,120.7,苗栗縣,通霄鎮,2023/1/15
24.56,120.86,苗栗縣,頭屋鄉,2023/1/6
24.56,120.86,苗栗縣,頭屋鄉,2023/1/6
24.4,120.72,苗栗縣,苑裡鎮,2023/1/5
24.4,120.72,苗栗縣,苑裡鎮,2022/12/30
24.5,120.74,苗栗縣,通霄鎮,2022/12/23
24.46,120.7,苗栗縣,通霄鎮,2022/12/21
24.45,120.68,苗栗縣,通霄鎮,2022/12/19
24.46,120.7,苗栗縣,通霄鎮,2022/12/18
24.5,120.74,苗栗縣,通霄鎮,2022/12/17
24.5,120.74,苗栗縣,通霄鎮,2022/12/15
24.45,120.68,苗栗縣,通霄鎮,2022/12/15
24.5,120.74,苗栗縣,通霄鎮,2022/12/14
24.45,120.68,苗栗縣,通霄鎮,2022/12/12
24.45,120.68,苗栗縣,通霄鎮,2022/12/11
24.5,120.75,苗栗縣,通霄鎮,2022/12/9
24.43,120.71,苗栗縣,通霄鎮,2022/12/9
24.4,120.72,苗栗縣,苑裡鎮,2022/12/6
24.5,120.75,苗栗縣,通霄鎮,2022/12/5
24.5,120.75,苗栗縣,通霄鎮,2022/12/2
24.6,120.83,苗栗縣,造橋鄉,2022/11/27
24.5,120.74,苗栗縣,通霄鎮,2022/11/26
24.4,120.71,苗栗縣,苑裡鎮,2022/11/23
24.5,120.74,苗栗縣,通霄鎮,2022/11/23
24.43,120.71,苗栗縣,通霄鎮,2022/11/22
24.45,120.68,苗栗縣,通霄鎮,2022/11/22
24.46,120.68,苗栗縣,通霄鎮,2022/11/21
24.43,120.71,苗栗縣,通霄鎮,2022/11/20
24.5,120.74,苗栗縣,通霄鎮,2022/11/20
24.52,120.76,苗栗縣,西湖鄉,2022/11/16
24.5,120.74,苗栗縣,通霄鎮,2022/11/16
24.43,120.71,苗栗縣,通霄鎮,2022/11/15
24.45,120.68,苗栗縣,通霄鎮,2022/11/14
24.4,120.72,苗栗縣,苑裡鎮,2022/11/12
24.38,120.71,苗栗縣,苑裡鎮,2022/11/11
24.5,120.74,苗栗縣,通霄鎮,2022/11/11
24.5,120.68,苗栗縣,通霄鎮,2022/11/11
24.4,120.72,苗栗縣,苑裡鎮,2022/11/8
24.59,120.8,苗栗縣,苗栗市,2022/11/8
24.46,120.68,苗栗縣,通霄鎮,2022/11/6
24.38,120.71,苗栗縣,苑裡鎮,2022/11/5
24.45,120.68,苗栗縣,通霄鎮,2022/11/4
24.48,120.72,苗栗縣,通霄鎮,2022/11/3
24.52,120.76,苗栗縣,西湖鄉,2022/11/2
24.38,120.71,苗栗縣,苑裡鎮,2022/11/2
24.5,120.74,苗栗縣,通霄鎮,2022/11/2
24.54,120.73,苗栗縣,西湖鄉,2022/11/2
24.33,120.82,苗栗縣,卓蘭鎮,2022/11/1
24.59,120.8,苗栗縣,苗栗市,2022/11/1
24.5,120.75,苗栗縣,通霄鎮,2022/10/31
24.52,120.76,苗栗縣,西湖鄉,2022/10/30
24.52,120.76,苗栗縣,西湖鄉,2022/10/30
24.48,120.72,苗栗縣,通霄鎮,2022/10/24
24.38,120.71,苗栗縣,苑裡鎮,2022/10/23
24.46,120.68,苗栗縣,通霄鎮,2022/10/23
24.52,120.76,苗栗縣,西湖鄉,2022/10/22
24.4,120.7,苗栗縣,苑裡鎮,2022/10/22
24.46,120.68,苗栗縣,通霄鎮,2022/10/21
24.39,120.71,苗栗縣,苑裡鎮,2022/10/20
24.38,120.71,苗栗縣,苑裡鎮,2022/10/20
24.52,120.76,苗栗縣,西湖鄉,2022/10/20
24.42,120.7,苗栗縣,苑裡鎮,2022/10/17
24.48,120.72,苗栗縣,通霄鎮,2022/10/16
24.48,120.72,苗栗縣,通霄鎮,2022/10/15
24.5,120.75,苗栗縣,通霄鎮,2022/10/14
24.5,120.74,苗栗縣,通霄鎮,2022/10/13
24.5,120.74,苗栗縣,通霄鎮,2022/10/12
24.45,120.68,苗栗縣,通霄鎮,2022/10/10
24.33,120.86,苗栗縣,卓蘭鎮,2022/10/9
24.33,120.86,苗栗縣,卓蘭鎮,2022/10/7
24.4,120.7,苗栗縣,苑裡鎮,2022/10/7
24.43,120.7,苗栗縣,苑裡鎮,2022/10/4
24.32,120.83,苗栗縣,卓蘭鎮,2022/10/4
24.54,120.73,苗栗縣,西湖鄉,2022/10/2
24.33,120.86,苗栗縣,卓蘭鎮,2022/10/1
24.36,120.82,苗栗縣,大湖鄉,2022/9/30
24.32,120.83,苗栗縣,卓蘭鎮,2022/9/28
24.38,120.71,苗栗縣,苑裡鎮,2022/9/28
24.41,120.8,苗栗縣,銅鑼鄉,2022/9/28
24.57,120.75,苗栗縣,西湖鄉,2022/9/27
24.33,120.86,苗栗縣,卓蘭鎮,2022/9/27
24.33,120.86,苗栗縣,卓蘭鎮,2022/9/26
24.5,120.75,苗栗縣,通霄鎮,2022/9/26
24.54,120.73,苗栗縣,西湖鄉,2022/9/25
24.38,120.71,苗栗縣,苑裡鎮,2022/9/24
24.52,120.76,苗栗縣,西湖鄉,2022/9/24
24.48,120.86,苗栗縣,公館鄉,2022/9/23
24.33,120.82,苗栗縣,卓蘭鎮,2022/9/21
24.5,120.74,苗栗縣,通霄鎮,2022/9/20
24.54,120.89,苗栗縣,頭屋鄉,2022/9/19
24.54,120.73,苗栗縣,西湖鄉,2022/9/19
24.5,120.75,苗栗縣,通霄鎮,2022/9/19
24.5,120.74,苗栗縣,通霄鎮,2022/9/19
24.38,120.71,苗栗縣,苑裡鎮,2022/9/19
24.43,120.7,苗栗縣,苑裡鎮,2022/9/18
24.38,120.71,苗栗縣,苑裡鎮,2022/9/17
24.38,120.71,苗栗縣,苑裡鎮,2022/9/15
24.43,120.7,苗栗縣,苑裡鎮,2022/9/13
24.52,120.76,苗栗縣,西湖鄉,2022/9/11
24.48,120.73,苗栗縣,通霄鎮,2022/9/11
24.4,120.71,苗栗縣,苑裡鎮,2022/9/9
24.57,120.75,苗栗縣,西湖鄉,2022/9/8
24.43,120.7,苗栗縣,苑裡鎮,2022/9/8
24.38,120.71,苗栗縣,苑裡鎮,2022/9/6
24.56,120.76,苗栗縣,西湖鄉,2022/9/6
24.38,120.71,苗栗縣,苑裡鎮,2022/9/5
24.54,120.75,苗栗縣,西湖鄉,2022/9/4
24.42,120.7,苗栗縣,苑裡鎮,2022/9/3
24.5,120.75,苗栗縣,通霄鎮,2022/9/1
24.56,120.76,苗栗縣,西湖鄉,2022/8/31
24.59,120.8,苗栗縣,苗栗市,2022/8/31
24.43,120.7,苗栗縣,苑裡鎮,2022/8/28
24.4,120.71,苗栗縣,苑裡鎮,2022/8/25
24.43,120.7,苗栗縣,苑裡鎮,2022/8/25
24.38,120.71,苗栗縣,苑裡鎮,2022/8/24
24.54,120.75,苗栗縣,西湖鄉,2022/8/23
24.53,120.79,苗栗縣,苗栗市,2022/8/18
24.38,120.71,苗栗縣,苑裡鎮,2022/8/15
24.49,120.73,苗栗縣,通霄鎮,2022/8/13
24.38,120.71,苗栗縣,苑裡鎮,2022/8/10
24.38,120.71,苗栗縣,苑裡鎮,2022/8/8
24.47,120.74,苗栗縣,通霄鎮,2022/7/30
24.38,120.71,苗栗縣,苑裡鎮,2022/7/23
24.47,120.74,苗栗縣,通霄鎮,2022/3/11
24.6,120.76,苗栗縣,後龍鎮,2022/3/7
24.47,120.74,苗栗縣,通霄鎮,2022/3/6
24.47,120.74,苗栗縣,通霄鎮,2022/3/5
24.47,120.74,苗栗縣,通霄鎮,2022/3/3
24.6,120.76,苗栗縣,後龍鎮,2022/2/24
24.6,120.76,苗栗縣,後龍鎮,2022/2/17
24.47,120.74,苗栗縣,通霄鎮,2022/2/15
24.51,120.73,苗栗縣,通霄鎮,2022/1/9
24.47,120.74,苗栗縣,通霄鎮,2022/1/1
24.38,120.71,苗栗縣,苑裡鎮,2022/1/1
24.47,120.74,苗栗縣,通霄鎮,2021/12/31
24.38,120.71,苗栗縣,苑裡鎮,2021/12/22
24.47,120.74,苗栗縣,通霄鎮,2021/11/20
24.53,120.77,苗栗縣,西湖鄉,2021/11/11
24.53,120.77,苗栗縣,西湖鄉,2021/11/10
24.56,120.86,苗栗縣,頭屋鄉,2021/11/3
24.54,120.89,苗栗縣,頭屋鄉,2021/11/2
24.53,120.77,苗栗縣,西湖鄉,2021/10/19
24.53,120.77,苗栗縣,西湖鄉,2021/10/9
24.53,120.77,苗栗縣,西湖鄉,2021/10/8
24.43,120.79,苗栗縣,銅鑼鄉,2021/10/5
24.53,120.77,苗栗縣,西湖鄉,2021/10/4
24.53,120.77,苗栗縣,西湖鄉,2021/9/25
24.53,120.77,苗栗縣,西湖鄉,2021/9/24
24.53,120.77,苗栗縣,西湖鄉,2021/9/23
24.53,120.77,苗栗縣,西湖鄉,2021/9/20
24.43,120.79,苗栗縣,銅鑼鄉,2021/9/19
24.38,120.71,苗栗縣,苑裡鎮,2021/9/12
24.41,120.71,苗栗縣,苑裡鎮,2021/8/21
24.38,120.71,苗栗縣,苑裡鎮,2021/6/19
24.38,120.71,苗栗縣,苑裡鎮,2021/6/9
24.38,120.71,苗栗縣,苑裡鎮,2021/5/14
24.38,120.71,苗栗縣,苑裡鎮,2021/5/2
24.38,120.71,苗栗縣,苑裡鎮,2021/4/23
24.38,120.71,苗栗縣,苑裡鎮,2021/2/10
24.57,120.77,苗栗縣,西湖鄉,2021/1/22
24.38,120.71,苗栗縣,苑裡鎮,2021/1/16
24.38,120.71,苗栗縣,苑裡鎮,2020/12/28
24.38,120.71,苗栗縣,苑裡鎮,2020/11/20
