latitude,longitude,county,municipality,date
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/21
24.58,120.74,苗栗縣,後龍鎮,2024/6/19
24.5,120.7,苗栗縣,通霄鎮,2024/6/19
24.59,120.71,苗栗縣,後龍鎮,2024/6/19
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/18
24.54,120.73,苗栗縣,西湖鄉,2024/6/18
24.53,120.79,苗栗縣,苗栗市,2024/6/18
24.53,120.77,苗栗縣,西湖鄉,2024/6/18
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/17
24.55,120.83,苗栗縣,苗栗市,2024/6/17
24.55,120.83,苗栗縣,苗栗市,2024/6/17
24.55,120.83,苗栗縣,苗栗市,2024/6/17
24.54,120.73,苗栗縣,西湖鄉,2024/6/16
24.59,120.74,苗栗縣,後龍鎮,2024/6/16
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/16
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/15
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/14
24.52,120.68,苗栗縣,通霄鎮,2024/6/14
24.53,120.73,苗栗縣,通霄鎮,2024/6/14
24.54,120.73,苗栗縣,西湖鄉,2024/6/14
24.57,120.77,苗栗縣,西湖鄉,2024/6/14
24.59,120.71,苗栗縣,後龍鎮,2024/6/14
24.4,120.75,苗栗縣,三義鄉,2024/6/14
24.58,120.73,苗栗縣,後龍鎮,2024/6/13
24.59,120.73,苗栗縣,後龍鎮,2024/6/12
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/11
24.51,120.72,苗栗縣,通霄鎮,2024/6/10
24.55,120.83,苗栗縣,苗栗市,2024/6/10
24.38,120.79,苗栗縣,三義鄉,2024/6/9
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/8
24.59,120.71,苗栗縣,後龍鎮,2024/6/8
24.48,120.75,苗栗縣,通霄鎮,2024/6/8
24.55,120.83,苗栗縣,苗栗市,2024/6/8
24.4,120.75,苗栗縣,三義鄉,2024/6/7
24.55,120.83,苗栗縣,苗栗市,2024/6/7
24.4,120.75,苗栗縣,三義鄉,2024/6/7
24.59,120.71,苗栗縣,後龍鎮,2024/6/7
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/6
24.48,120.76,苗栗縣,銅鑼鄉,2024/6/6
24.55,120.83,苗栗縣,苗栗市,2024/6/5
24.55,120.83,苗栗縣,苗栗市,2024/6/5
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/4
24.55,120.83,苗栗縣,苗栗市,2024/6/4
24.59,120.71,苗栗縣,後龍鎮,2024/6/4
24.55,120.83,苗栗縣,苗栗市,2024/6/3
24.55,120.83,苗栗縣,苗栗市,2024/6/3
24.55,120.79,苗栗縣,苗栗市,2024/6/2
24.45,120.8,苗栗縣,銅鑼鄉,2024/6/2
24.51,120.72,苗栗縣,通霄鎮,2024/6/2
24.55,120.83,苗栗縣,苗栗市,2024/6/2
24.55,120.79,苗栗縣,苗栗市,2024/6/1
24.59,120.71,苗栗縣,後龍鎮,2024/6/1
24.37,120.74,苗栗縣,三義鄉,2024/5/31
24.55,120.83,苗栗縣,苗栗市,2024/5/30
24.46,120.82,苗栗縣,銅鑼鄉,2024/5/30
24.51,120.72,苗栗縣,通霄鎮,2024/5/29
24.56,120.77,苗栗縣,苗栗市,2024/5/28
24.55,120.83,苗栗縣,苗栗市,2024/5/27
24.37,120.73,苗栗縣,三義鄉,2024/5/26
24.55,120.79,苗栗縣,苗栗市,2024/5/26
24.47,120.76,苗栗縣,銅鑼鄉,2024/5/26
24.52,120.68,苗栗縣,通霄鎮,2024/5/25
24.38,120.79,苗栗縣,三義鄉,2024/5/24
24.58,120.74,苗栗縣,後龍鎮,2024/5/24
24.58,120.73,苗栗縣,後龍鎮,2024/5/24
24.51,120.73,苗栗縣,通霄鎮,2024/5/22
24.59,120.73,苗栗縣,後龍鎮,2024/5/22
24.5,120.7,苗栗縣,通霄鎮,2024/5/21
24.48,120.76,苗栗縣,銅鑼鄉,2024/5/21
24.58,120.74,苗栗縣,後龍鎮,2024/5/20
24.55,120.83,苗栗縣,苗栗市,2024/5/20
24.51,120.72,苗栗縣,通霄鎮,2024/5/19
24.59,120.73,苗栗縣,後龍鎮,2024/5/19
24.37,120.74,苗栗縣,三義鄉,2024/5/19
24.52,120.7,苗栗縣,通霄鎮,2024/5/18
24.37,120.73,苗栗縣,三義鄉,2024/5/18
24.59,120.71,苗栗縣,後龍鎮,2024/5/18
24.45,120.8,苗栗縣,銅鑼鄉,2024/5/17
24.56,120.77,苗栗縣,苗栗市,2024/5/17
24.6,120.88,苗栗縣,造橋鄉,2024/5/16
24.45,120.8,苗栗縣,銅鑼鄉,2024/5/15
24.51,120.73,苗栗縣,通霄鎮,2024/5/15
24.55,120.83,苗栗縣,苗栗市,2024/5/14
24.55,120.83,苗栗縣,苗栗市,2024/5/14
24.55,120.83,苗栗縣,苗栗市,2024/5/14
24.53,120.73,苗栗縣,通霄鎮,2024/5/12
24.49,120.74,苗栗縣,通霄鎮,2024/5/11
24.58,120.74,苗栗縣,後龍鎮,2024/5/10
24.38,120.71,苗栗縣,苑裡鎮,2024/5/10
24.37,120.74,苗栗縣,三義鄉,2024/5/9
24.55,120.79,苗栗縣,苗栗市,2024/5/9
24.5,120.7,苗栗縣,通霄鎮,2024/5/9
24.59,120.73,苗栗縣,後龍鎮,2024/5/9
24.51,120.72,苗栗縣,通霄鎮,2024/5/9
24.38,120.77,苗栗縣,三義鄉,2024/5/9
24.48,120.75,苗栗縣,通霄鎮,2024/5/9
24.4,120.75,苗栗縣,三義鄉,2024/5/8
24.59,120.71,苗栗縣,後龍鎮,2024/5/8
24.51,120.72,苗栗縣,通霄鎮,2024/5/8
24.59,120.71,苗栗縣,後龍鎮,2024/5/8
24.55,120.79,苗栗縣,苗栗市,2024/5/8
24.59,120.73,苗栗縣,後龍鎮,2024/5/7
24.51,120.72,苗栗縣,通霄鎮,2024/5/7
24.58,120.74,苗栗縣,後龍鎮,2024/5/7
24.5,120.7,苗栗縣,通霄鎮,2024/5/7
24.55,120.79,苗栗縣,苗栗市,2024/5/7
24.5,120.7,苗栗縣,通霄鎮,2024/5/6
24.4,120.75,苗栗縣,三義鄉,2024/5/5
24.55,120.79,苗栗縣,苗栗市,2024/5/5
24.5,120.7,苗栗縣,通霄鎮,2024/5/5
24.38,120.77,苗栗縣,三義鄉,2024/5/4
24.59,120.71,苗栗縣,後龍鎮,2024/5/4
24.38,120.77,苗栗縣,三義鄉,2024/5/3
24.45,120.8,苗栗縣,銅鑼鄉,2024/5/3
24.38,120.77,苗栗縣,三義鄉,2024/5/3
24.55,120.79,苗栗縣,苗栗市,2024/5/3
24.38,120.77,苗栗縣,三義鄉,2024/5/3
24.38,120.79,苗栗縣,三義鄉,2024/5/3
24.59,120.71,苗栗縣,後龍鎮,2024/5/2
24.38,120.77,苗栗縣,三義鄉,2024/5/2
24.51,120.72,苗栗縣,通霄鎮,2024/5/2
24.47,120.75,苗栗縣,通霄鎮,2024/5/1
24.56,120.76,苗栗縣,西湖鄉,2024/4/30
24.51,120.72,苗栗縣,通霄鎮,2024/4/30
24.55,120.83,苗栗縣,苗栗市,2024/4/30
24.37,120.74,苗栗縣,三義鄉,2024/4/29
24.59,120.74,苗栗縣,後龍鎮,2024/4/29
24.59,120.71,苗栗縣,後龍鎮,2024/4/28
24.53,120.73,苗栗縣,通霄鎮,2024/4/26
24.58,120.74,苗栗縣,後龍鎮,2024/4/26
24.37,120.74,苗栗縣,三義鄉,2024/4/26
24.56,120.77,苗栗縣,苗栗市,2024/4/26
24.37,120.73,苗栗縣,三義鄉,2024/4/26
24.56,120.76,苗栗縣,西湖鄉,2024/4/25
24.55,120.79,苗栗縣,苗栗市,2024/4/25
24.51,120.72,苗栗縣,通霄鎮,2024/4/25
24.59,120.73,苗栗縣,後龍鎮,2024/4/25
24.51,120.72,苗栗縣,通霄鎮,2024/4/24
24.55,120.83,苗栗縣,苗栗市,2024/4/24
24.55,120.79,苗栗縣,苗栗市,2024/4/24
24.38,120.79,苗栗縣,三義鄉,2024/4/23
24.59,120.71,苗栗縣,後龍鎮,2024/4/23
24.55,120.79,苗栗縣,苗栗市,2024/4/22
24.53,120.77,苗栗縣,西湖鄉,2024/4/22
24.58,120.71,苗栗縣,後龍鎮,2024/4/22
24.51,120.72,苗栗縣,通霄鎮,2024/4/21
24.53,120.77,苗栗縣,西湖鄉,2024/4/21
24.38,120.8,苗栗縣,三義鄉,2024/4/20
24.53,120.77,苗栗縣,西湖鄉,2024/4/20
24.59,120.71,苗栗縣,後龍鎮,2024/4/19
24.56,120.76,苗栗縣,西湖鄉,2024/4/19
24.59,120.71,苗栗縣,後龍鎮,2024/4/18
24.53,120.77,苗栗縣,西湖鄉,2024/4/18
24.56,120.76,苗栗縣,西湖鄉,2024/4/18
24.53,120.77,苗栗縣,西湖鄉,2024/4/16
24.55,120.83,苗栗縣,苗栗市,2024/4/16
24.38,120.71,苗栗縣,苑裡鎮,2024/4/16
24.53,120.77,苗栗縣,西湖鄉,2024/4/15
24.55,120.83,苗栗縣,苗栗市,2024/4/15
24.55,120.83,苗栗縣,苗栗市,2024/4/15
24.45,120.8,苗栗縣,銅鑼鄉,2024/4/15
24.45,120.8,苗栗縣,銅鑼鄉,2024/4/14
24.47,120.76,苗栗縣,銅鑼鄉,2024/4/14
24.59,120.71,苗栗縣,後龍鎮,2024/4/14
24.56,120.76,苗栗縣,西湖鄉,2024/4/13
24.59,120.71,苗栗縣,後龍鎮,2024/4/12
24.53,120.77,苗栗縣,西湖鄉,2024/4/12
24.62,120.84,苗栗縣,造橋鄉,2024/4/12
24.53,120.77,苗栗縣,西湖鄉,2024/4/11
24.37,120.76,苗栗縣,三義鄉,2024/4/11
24.59,120.71,苗栗縣,後龍鎮,2024/4/11
24.5,120.69,苗栗縣,通霄鎮,2024/4/11
24.37,120.76,苗栗縣,三義鄉,2024/4/10
24.54,120.73,苗栗縣,西湖鄉,2024/4/10
24.59,120.71,苗栗縣,後龍鎮,2024/4/8
24.38,120.71,苗栗縣,苑裡鎮,2024/4/8
24.37,120.76,苗栗縣,三義鄉,2024/4/8
24.54,120.73,苗栗縣,西湖鄉,2024/4/7
24.45,120.8,苗栗縣,銅鑼鄉,2024/4/7
24.37,120.76,苗栗縣,三義鄉,2024/4/7
24.53,120.77,苗栗縣,西湖鄉,2024/4/6
24.37,120.74,苗栗縣,三義鄉,2024/4/6
24.58,120.74,苗栗縣,後龍鎮,2024/4/4
24.59,120.71,苗栗縣,後龍鎮,2024/4/3
24.53,120.77,苗栗縣,西湖鄉,2024/4/3
24.37,120.76,苗栗縣,三義鄉,2024/4/3
24.37,120.73,苗栗縣,三義鄉,2024/4/3
24.53,120.73,苗栗縣,通霄鎮,2024/4/3
24.49,120.71,苗栗縣,通霄鎮,2024/4/2
24.53,120.77,苗栗縣,西湖鄉,2024/4/2
24.5,120.69,苗栗縣,通霄鎮,2024/3/31
24.5,120.7,苗栗縣,通霄鎮,2024/3/31
24.59,120.71,苗栗縣,後龍鎮,2024/3/30
24.59,120.71,苗栗縣,後龍鎮,2024/3/29
24.55,120.79,苗栗縣,苗栗市,2024/3/29
24.4,120.75,苗栗縣,三義鄉,2024/3/29
24.4,120.75,苗栗縣,三義鄉,2024/3/29
24.53,120.77,苗栗縣,西湖鄉,2024/3/29
24.59,120.71,苗栗縣,後龍鎮,2024/3/28
24.53,120.77,苗栗縣,西湖鄉,2024/3/28
24.55,120.79,苗栗縣,苗栗市,2024/3/28
24.56,120.77,苗栗縣,苗栗市,2024/3/27
24.55,120.83,苗栗縣,苗栗市,2024/3/27
24.55,120.79,苗栗縣,苗栗市,2024/3/27
24.42,120.79,苗栗縣,銅鑼鄉,2024/3/27
24.59,120.74,苗栗縣,後龍鎮,2024/3/26
24.59,120.71,苗栗縣,後龍鎮,2024/3/25
24.53,120.77,苗栗縣,西湖鄉,2024/3/25
24.59,120.71,苗栗縣,後龍鎮,2024/3/24
24.59,120.78,苗栗縣,後龍鎮,2024/3/24
24.51,120.73,苗栗縣,通霄鎮,2024/3/24
24.53,120.77,苗栗縣,西湖鄉,2024/3/24
24.59,120.71,苗栗縣,後龍鎮,2024/3/23
24.53,120.77,苗栗縣,西湖鄉,2024/3/23
24.55,120.83,苗栗縣,苗栗市,2024/3/23
24.38,120.8,苗栗縣,三義鄉,2024/3/22
24.59,120.71,苗栗縣,後龍鎮,2024/3/22
24.53,120.77,苗栗縣,西湖鄉,2024/3/22
24.47,120.75,苗栗縣,通霄鎮,2024/3/21
24.54,120.73,苗栗縣,西湖鄉,2024/3/21
24.37,120.76,苗栗縣,三義鄉,2024/3/21
24.53,120.77,苗栗縣,西湖鄉,2024/3/21
24.5,120.7,苗栗縣,通霄鎮,2024/3/21
24.47,120.76,苗栗縣,銅鑼鄉,2024/3/20
24.48,120.76,苗栗縣,銅鑼鄉,2024/3/20
24.59,120.71,苗栗縣,後龍鎮,2024/3/20
24.53,120.77,苗栗縣,西湖鄉,2024/3/20
24.54,120.73,苗栗縣,西湖鄉,2024/3/20
24.59,120.71,苗栗縣,後龍鎮,2024/3/19
24.58,120.73,苗栗縣,後龍鎮,2024/3/19
24.51,120.72,苗栗縣,通霄鎮,2024/3/19
24.59,120.78,苗栗縣,後龍鎮,2024/3/19
24.37,120.73,苗栗縣,三義鄉,2024/3/19
24.53,120.77,苗栗縣,西湖鄉,2024/3/19
24.59,120.71,苗栗縣,後龍鎮,2024/3/19
24.58,120.71,苗栗縣,後龍鎮,2024/3/18
24.59,120.78,苗栗縣,後龍鎮,2024/3/18
24.51,120.7,苗栗縣,通霄鎮,2024/3/18
24.55,120.83,苗栗縣,苗栗市,2024/3/18
24.55,120.83,苗栗縣,苗栗市,2024/3/18
24.53,120.77,苗栗縣,西湖鄉,2024/3/18
24.55,120.83,苗栗縣,苗栗市,2024/3/17
24.59,120.74,苗栗縣,後龍鎮,2024/3/17
24.51,120.73,苗栗縣,通霄鎮,2024/3/17
24.53,120.77,苗栗縣,西湖鄉,2024/3/17
24.48,120.76,苗栗縣,銅鑼鄉,2024/3/17
24.59,120.73,苗栗縣,後龍鎮,2024/3/17
24.55,120.83,苗栗縣,苗栗市,2024/3/17
24.59,120.71,苗栗縣,後龍鎮,2024/3/16
24.48,120.75,苗栗縣,通霄鎮,2024/3/15
24.59,120.73,苗栗縣,後龍鎮,2024/3/14
24.56,120.77,苗栗縣,苗栗市,2024/3/14
24.4,120.75,苗栗縣,三義鄉,2024/3/14
24.51,120.73,苗栗縣,通霄鎮,2024/3/14
24.53,120.77,苗栗縣,西湖鄉,2024/3/14
24.47,120.76,苗栗縣,銅鑼鄉,2024/3/13
24.56,120.77,苗栗縣,苗栗市,2024/3/13
24.51,120.72,苗栗縣,通霄鎮,2024/3/13
24.55,120.83,苗栗縣,苗栗市,2024/3/12
24.37,120.73,苗栗縣,三義鄉,2024/3/12
24.53,120.77,苗栗縣,西湖鄉,2024/3/12
24.55,120.83,苗栗縣,苗栗市,2024/3/12
24.59,120.78,苗栗縣,後龍鎮,2024/3/12
24.48,120.76,苗栗縣,銅鑼鄉,2024/3/12
24.59,120.78,苗栗縣,後龍鎮,2024/3/11
24.59,120.78,苗栗縣,後龍鎮,2024/3/10
24.49,120.72,苗栗縣,通霄鎮,2024/3/9
24.59,120.71,苗栗縣,後龍鎮,2024/3/9
24.37,120.73,苗栗縣,三義鄉,2024/3/9
24.53,120.77,苗栗縣,西湖鄉,2024/3/9
24.58,120.71,苗栗縣,後龍鎮,2024/3/9
24.47,120.76,苗栗縣,銅鑼鄉,2024/3/8
24.49,120.72,苗栗縣,通霄鎮,2024/3/8
24.56,120.77,苗栗縣,苗栗市,2024/3/8
24.37,120.76,苗栗縣,三義鄉,2024/3/8
24.37,120.73,苗栗縣,三義鄉,2024/3/7
24.59,120.73,苗栗縣,後龍鎮,2024/3/7
24.49,120.72,苗栗縣,通霄鎮,2024/3/5
24.5,120.7,苗栗縣,通霄鎮,2024/3/5
24.55,120.83,苗栗縣,苗栗市,2024/3/4
24.38,120.73,苗栗縣,三義鄉,2024/3/4
24.52,120.68,苗栗縣,通霄鎮,2024/3/4
24.4,120.75,苗栗縣,三義鄉,2024/3/4
24.59,120.78,苗栗縣,後龍鎮,2024/3/4
24.55,120.83,苗栗縣,苗栗市,2024/3/3
24.45,120.8,苗栗縣,銅鑼鄉,2024/3/3
24.37,120.73,苗栗縣,三義鄉,2024/3/3
24.55,120.83,苗栗縣,苗栗市,2024/3/2
24.59,120.78,苗栗縣,後龍鎮,2024/3/2
24.5,120.69,苗栗縣,通霄鎮,2024/3/2
24.49,120.72,苗栗縣,通霄鎮,2024/3/2
24.48,120.72,苗栗縣,通霄鎮,2024/3/1
24.59,120.71,苗栗縣,後龍鎮,2024/3/1
24.59,120.74,苗栗縣,後龍鎮,2024/3/1
24.56,120.77,苗栗縣,苗栗市,2024/2/29
24.37,120.73,苗栗縣,三義鄉,2024/2/28
24.56,120.77,苗栗縣,苗栗市,2024/2/28
24.5,120.7,苗栗縣,通霄鎮,2024/2/27
24.59,120.71,苗栗縣,後龍鎮,2024/2/27
24.55,120.8,苗栗縣,苗栗市,2024/2/27
24.51,120.71,苗栗縣,通霄鎮,2024/2/26
24.55,120.83,苗栗縣,苗栗市,2024/2/26
24.56,120.77,苗栗縣,苗栗市,2024/2/26
24.38,120.77,苗栗縣,三義鄉,2024/2/26
24.55,120.83,苗栗縣,苗栗市,2024/2/26
24.57,120.77,苗栗縣,西湖鄉,2024/2/25
24.38,120.77,苗栗縣,三義鄉,2024/2/25
24.56,120.77,苗栗縣,西湖鄉,2024/2/25
24.62,120.84,苗栗縣,造橋鄉,2024/2/25
24.56,120.77,苗栗縣,苗栗市,2024/2/24
24.5,120.7,苗栗縣,通霄鎮,2024/2/24
24.59,120.78,苗栗縣,後龍鎮,2024/2/23
24.59,120.73,苗栗縣,後龍鎮,2024/2/23
24.49,120.72,苗栗縣,通霄鎮,2024/2/22
24.38,120.8,苗栗縣,三義鄉,2024/2/22
24.59,120.78,苗栗縣,後龍鎮,2024/2/22
24.37,120.73,苗栗縣,三義鄉,2024/2/21
24.59,120.78,苗栗縣,後龍鎮,2024/2/21
24.33,120.83,苗栗縣,卓蘭鎮,2024/2/19
24.38,120.71,苗栗縣,苑裡鎮,2024/2/19
24.38,120.73,苗栗縣,三義鄉,2024/2/18
24.48,120.75,苗栗縣,通霄鎮,2024/2/18
24.33,120.83,苗栗縣,卓蘭鎮,2024/2/18
24.55,120.8,苗栗縣,苗栗市,2024/2/18
24.51,120.73,苗栗縣,通霄鎮,2024/2/18
24.37,120.73,苗栗縣,三義鄉,2024/2/17
24.51,120.73,苗栗縣,通霄鎮,2024/2/16
24.59,120.78,苗栗縣,後龍鎮,2024/2/15
24.48,120.76,苗栗縣,銅鑼鄉,2024/2/15
24.58,120.73,苗栗縣,後龍鎮,2024/2/15
24.38,120.8,苗栗縣,三義鄉,2024/2/15
24.55,120.8,苗栗縣,苗栗市,2024/2/15
24.55,120.8,苗栗縣,苗栗市,2024/2/14
24.56,120.77,苗栗縣,苗栗市,2024/2/13
24.58,120.73,苗栗縣,後龍鎮,2024/2/13
24.38,120.73,苗栗縣,三義鄉,2024/2/13
24.38,120.73,苗栗縣,三義鄉,2024/2/12
24.37,120.71,苗栗縣,苑裡鎮,2024/2/12
24.55,120.8,苗栗縣,苗栗市,2024/2/12
24.4,120.79,苗栗縣,三義鄉,2024/2/11
24.56,120.77,苗栗縣,苗栗市,2024/2/11
24.38,120.73,苗栗縣,三義鄉,2024/2/11
24.55,120.83,苗栗縣,苗栗市,2024/2/11
24.59,120.74,苗栗縣,後龍鎮,2024/2/11
24.55,120.81,苗栗縣,苗栗市,2024/2/11
24.55,120.83,苗栗縣,苗栗市,2024/2/11
24.57,120.77,苗栗縣,西湖鄉,2024/2/11
24.58,120.73,苗栗縣,後龍鎮,2024/2/11
24.45,120.8,苗栗縣,銅鑼鄉,2024/2/11
24.59,120.78,苗栗縣,後龍鎮,2024/2/10
24.55,120.83,苗栗縣,苗栗市,2024/2/10
24.55,120.83,苗栗縣,苗栗市,2024/2/9
24.55,120.83,苗栗縣,苗栗市,2024/2/9
24.59,120.71,苗栗縣,後龍鎮,2024/2/9
24.54,120.73,苗栗縣,西湖鄉,2024/2/9
24.4,120.75,苗栗縣,三義鄉,2024/2/9
24.4,120.75,苗栗縣,三義鄉,2024/2/8
24.55,120.83,苗栗縣,苗栗市,2024/2/8
24.59,120.78,苗栗縣,後龍鎮,2024/2/8
24.37,120.73,苗栗縣,三義鄉,2024/2/8
24.59,120.78,苗栗縣,後龍鎮,2024/2/7
24.37,120.73,苗栗縣,三義鄉,2024/2/7
24.45,120.65,苗栗縣,苑裡鎮,2024/2/6
24.56,120.77,苗栗縣,苗栗市,2024/2/6
24.57,120.77,苗栗縣,西湖鄉,2024/2/5
24.56,120.76,苗栗縣,西湖鄉,2024/2/5
24.59,120.74,苗栗縣,後龍鎮,2024/2/3
24.59,120.74,苗栗縣,後龍鎮,2024/2/2
24.41,120.83,苗栗縣,銅鑼鄉,2024/2/2
24.55,120.8,苗栗縣,苗栗市,2024/2/1
24.55,120.8,苗栗縣,苗栗市,2024/1/31
24.59,120.78,苗栗縣,後龍鎮,2024/1/31
24.59,120.78,苗栗縣,後龍鎮,2024/1/30
24.62,120.84,苗栗縣,造橋鄉,2024/1/30
24.59,120.71,苗栗縣,後龍鎮,2024/1/29
24.39,120.76,苗栗縣,三義鄉,2024/1/29
24.5,120.7,苗栗縣,通霄鎮,2024/1/29
24.58,120.73,苗栗縣,後龍鎮,2024/1/29
24.59,120.78,苗栗縣,後龍鎮,2024/1/28
24.55,120.83,苗栗縣,苗栗市,2024/1/28
24.38,120.77,苗栗縣,三義鄉,2024/1/28
24.58,120.73,苗栗縣,後龍鎮,2024/1/28
24.58,120.74,苗栗縣,後龍鎮,2024/1/28
24.37,120.73,苗栗縣,三義鄉,2024/1/28
24.37,120.74,苗栗縣,三義鄉,2024/1/28
24.58,120.74,苗栗縣,後龍鎮,2024/1/27
24.54,120.71,苗栗縣,通霄鎮,2024/1/27
24.55,120.8,苗栗縣,苗栗市,2024/1/27
24.45,120.82,苗栗縣,銅鑼鄉,2024/1/25
24.4,120.75,苗栗縣,三義鄉,2024/1/25
24.51,120.71,苗栗縣,通霄鎮,2024/1/25
24.59,120.74,苗栗縣,後龍鎮,2024/1/25
24.62,120.84,苗栗縣,造橋鄉,2024/1/23
24.59,120.73,苗栗縣,後龍鎮,2024/1/23
24.37,120.71,苗栗縣,苑裡鎮,2024/1/22
24.38,120.77,苗栗縣,三義鄉,2024/1/22
24.59,120.74,苗栗縣,後龍鎮,2024/1/22
24.55,120.8,苗栗縣,苗栗市,2024/1/22
24.54,120.73,苗栗縣,西湖鄉,2024/1/22
24.58,120.73,苗栗縣,後龍鎮,2024/1/22
24.55,120.83,苗栗縣,苗栗市,2024/1/21
24.4,120.75,苗栗縣,三義鄉,2024/1/21
24.55,120.8,苗栗縣,苗栗市,2024/1/21
24.59,120.78,苗栗縣,後龍鎮,2024/1/20
24.55,120.83,苗栗縣,苗栗市,2024/1/20
24.59,120.73,苗栗縣,後龍鎮,2024/1/20
24.58,120.73,苗栗縣,後龍鎮,2024/1/20
24.59,120.74,苗栗縣,後龍鎮,2024/1/19
24.47,120.75,苗栗縣,通霄鎮,2024/1/18
24.4,120.73,苗栗縣,苑裡鎮,2024/1/18
24.59,120.78,苗栗縣,後龍鎮,2024/1/18
24.5,120.7,苗栗縣,通霄鎮,2024/1/18
24.38,120.77,苗栗縣,三義鄉,2024/1/17
24.46,120.82,苗栗縣,銅鑼鄉,2024/1/17
24.48,120.75,苗栗縣,通霄鎮,2024/1/15
24.4,120.75,苗栗縣,三義鄉,2024/1/15
24.58,120.73,苗栗縣,後龍鎮,2024/1/14
24.41,120.83,苗栗縣,銅鑼鄉,2024/1/14
24.38,120.77,苗栗縣,三義鄉,2024/1/13
24.59,120.74,苗栗縣,後龍鎮,2024/1/13
24.55,120.83,苗栗縣,苗栗市,2024/1/12
24.55,120.83,苗栗縣,苗栗市,2024/1/12
24.59,120.71,苗栗縣,後龍鎮,2024/1/12
24.48,120.75,苗栗縣,通霄鎮,2024/1/11
24.55,120.83,苗栗縣,苗栗市,2024/1/11
24.59,120.71,苗栗縣,後龍鎮,2024/1/11
24.4,120.75,苗栗縣,三義鄉,2024/1/9
24.55,120.72,苗栗縣,通霄鎮,2024/1/9
24.59,120.71,苗栗縣,後龍鎮,2024/1/8
24.38,120.8,苗栗縣,三義鄉,2024/1/8
24.55,120.83,苗栗縣,苗栗市,2024/1/8
24.38,120.77,苗栗縣,三義鄉,2024/1/7
24.59,120.71,苗栗縣,後龍鎮,2024/1/7
24.55,120.83,苗栗縣,苗栗市,2024/1/6
24.48,120.75,苗栗縣,通霄鎮,2024/1/6
24.37,120.74,苗栗縣,三義鄉,2024/1/6
24.48,120.76,苗栗縣,銅鑼鄉,2024/1/6
24.47,120.74,苗栗縣,通霄鎮,2024/1/5
24.55,120.8,苗栗縣,苗栗市,2024/1/5
24.56,120.77,苗栗縣,苗栗市,2024/1/5
24.58,120.73,苗栗縣,後龍鎮,2024/1/4
24.59,120.74,苗栗縣,後龍鎮,2024/1/4
24.55,120.83,苗栗縣,苗栗市,2024/1/4
24.38,120.8,苗栗縣,三義鄉,2024/1/3
24.4,120.75,苗栗縣,三義鄉,2024/1/3
24.55,120.83,苗栗縣,苗栗市,2024/1/3
24.37,120.73,苗栗縣,三義鄉,2024/1/3
24.51,120.71,苗栗縣,通霄鎮,2024/1/3
24.52,120.68,苗栗縣,通霄鎮,2024/1/3
24.55,120.83,苗栗縣,苗栗市,2024/1/3
24.56,120.77,苗栗縣,苗栗市,2024/1/2
24.48,120.75,苗栗縣,通霄鎮,2024/1/2
24.4,120.75,苗栗縣,三義鄉,2024/1/2
24.55,120.83,苗栗縣,苗栗市,2024/1/2
24.55,120.83,苗栗縣,苗栗市,2024/1/1
24.4,120.75,苗栗縣,三義鄉,2024/1/1
24.55,120.83,苗栗縣,苗栗市,2024/1/1
24.55,120.83,苗栗縣,苗栗市,2024/1/1
24.59,120.71,苗栗縣,後龍鎮,2024/1/1
24.43,120.82,苗栗縣,銅鑼鄉,2023/12/31
24.38,120.8,苗栗縣,三義鄉,2023/12/31
24.58,120.73,苗栗縣,後龍鎮,2023/12/31
24.58,120.73,苗栗縣,後龍鎮,2023/12/30
24.55,120.83,苗栗縣,苗栗市,2023/12/30
24.59,120.74,苗栗縣,後龍鎮,2023/12/30
24.33,120.83,苗栗縣,卓蘭鎮,2023/12/29
24.4,120.75,苗栗縣,三義鄉,2023/12/29
24.58,120.73,苗栗縣,後龍鎮,2023/12/29
24.54,120.73,苗栗縣,西湖鄉,2023/12/29
24.59,120.74,苗栗縣,後龍鎮,2023/12/29
24.37,120.71,苗栗縣,苑裡鎮,2023/12/28
24.53,120.73,苗栗縣,通霄鎮,2023/12/28
24.58,120.73,苗栗縣,後龍鎮,2023/12/28
24.52,120.7,苗栗縣,通霄鎮,2023/12/28
24.55,120.74,苗栗縣,西湖鄉,2023/12/27
24.55,120.83,苗栗縣,苗栗市,2023/12/27
24.59,120.74,苗栗縣,後龍鎮,2023/12/26
24.55,120.83,苗栗縣,苗栗市,2023/12/26
24.46,120.82,苗栗縣,銅鑼鄉,2023/12/26
24.55,120.81,苗栗縣,苗栗市,2023/12/25
24.37,120.71,苗栗縣,苑裡鎮,2023/12/25
24.38,120.8,苗栗縣,三義鄉,2023/12/25
24.51,120.76,苗栗縣,西湖鄉,2023/12/25
24.59,120.71,苗栗縣,後龍鎮,2023/12/25
24.51,120.7,苗栗縣,通霄鎮,2023/12/25
